_id,numero_de_camisa_preferido,tamanho_do_sapato,quantidade_de_filhos,altura,peso,cidade_de_nascimento,renda,comida_favorita,bebida_favorita,look_que_mais_combina,videogame_favorito,tempo_de_associacao_torcedor_m,modalidade_esportiva_interesse,interesse_em_merchandising,canal_de_comunicacao_preferido
2348,26,37,4,166,95,distrito_federal,1501 a 2500,Churrasco,Café,moderno,pes,62,golfe,falso,sms
2349,6,22,4,209,76,sergipe,1501 a 2500,Sushi,Água,urbano,minecraft,13,golfe,verdadeiro,sms
2350,11,40,4,195,83,rio_grande_do_sul,0 a 1500,Salada,Refrigerante,casual,fortnite,25,golfe,falso,email
2351,21,21,5,183,101,alagoas,2501 a 5000,Lasanha,Cerveja,esportivo,call_of_duty,27,basquete,falso,email
2352,7,30,4,162,65,piauí,0 a 1500,Tacos,Cerveja,casual,fifa,16,atletismo,falso,whatsapp
2353,11,30,3,179,118,rio_grande_do_norte,2501 a 5000,Salada,Café,urbano,fortnite,37,golfe,verdadeiro,email
2354,22,22,4,171,114,goiás,2501 a 5000,Feijoada,Suco,casual,call_of_duty,8,volei,verdadeiro,sms
2355,25,36,2,170,93,bahia,2501 a 5000,Hambúrguer,Refrigerante,esportivo,fifa,60,boxe,falso,whatsapp
2356,15,21,7,181,96,bahia,0 a 1500,Bacalhau,Smoothie,vintage,fifa,46,basquete,verdadeiro,email
2357,22,29,1,162,57,mato_grosso,0 a 1500,Lasanha,Leite,elegante,fortnite,45,basquete,verdadeiro,whatsapp
2358,24,43,1,174,58,espírito_santo,1501 a 2500,Churrasco,Leite,urbano,fortnite,19,tenis,verdadeiro,email
2359,25,31,4,153,69,rio_de_janeiro,0 a 1500,Lasanha,Café,moderno,call_of_duty,0,volei,falso,whatsapp
2360,14,38,2,193,43,sergipe,1501 a 2500,Bacalhau,Caipirinha,casual,fortnite,16,atletismo,falso,sms
2361,18,24,7,205,69,amapá,1501 a 2500,Pizza,Água,alternativo,fortnite,0,basquete,falso,email
2362,26,41,3,210,111,amapá,0 a 1500,Churrasco,Chá,alternativo,minecraft,15,golfe,falso,email
2363,26,20,1,204,53,alagoas,0 a 1500,Bacalhau,Caipirinha,moderno,call_of_duty,22,futebol,falso,whatsapp
2364,11,26,1,172,91,alagoas,0 a 1500,Churrasco,Vinho,elegante,fortnite,31,ciclismo,verdadeiro,sms
2365,26,26,4,201,97,distrito_federal,1501 a 2500,Lasanha,Caipirinha,elegante,call_of_duty,60,ciclismo,falso,sms
2366,12,38,6,191,112,ceará,0 a 1500,Acarajé,Leite,moderno,pes,36,volei,verdadeiro,sms
2367,26,36,2,198,65,roraima,0 a 1500,Churrasco,Café,elegante,pes,8,boxe,falso,email
2368,15,37,1,181,44,minas_gerais,2501 a 5000,Sushi,Café,elegante,minecraft,21,golfe,falso,sms
2369,19,41,7,190,56,minas_gerais,1501 a 2500,Pizza,Água,urbano,pes,33,boxe,falso,email
2370,24,40,4,208,69,goiás,1501 a 2500,Lasanha,Chá,elegante,call_of_duty,47,golfe,falso,email
2371,5,42,7,197,44,piauí,0 a 1500,Hambúrguer,Vinho,vintage,fortnite,43,atletismo,falso,sms
2372,21,27,3,179,128,acre,0 a 1500,Feijoada,Chá,urbano,fortnite,21,natação,falso,sms
2373,9,25,3,162,81,sergipe,0 a 1500,Feijoada,Café,esportivo,fortnite,49,basquete,verdadeiro,sms
2374,2,23,2,184,118,acre,0 a 1500,Salada,Suco,moderno,call_of_duty,43,boxe,verdadeiro,email
2375,14,36,3,191,76,distrito_federal,0 a 1500,Feijoada,Refrigerante,esportivo,pes,20,basquete,falso,email
2376,2,27,5,161,62,minas_gerais,0 a 1500,Feijoada,Vinho,elegante,fortnite,25,boxe,verdadeiro,sms
2377,11,32,4,191,86,amapá,5001 a 10000,Salada,Refrigerante,urbano,fifa,67,volei,falso,whatsapp
2378,9,41,7,190,58,amazonas,0 a 1500,Hambúrguer,Refrigerante,alternativo,pes,46,boxe,falso,sms
2379,4,36,4,165,82,paraná,0 a 1500,Pizza,Suco,moderno,fifa,37,golfe,falso,email
2380,13,27,4,190,56,amapá,1501 a 2500,Bacalhau,Cerveja,casual,fortnite,19,golfe,falso,sms
2381,3,39,6,195,72,espírito_santo,1501 a 2500,Acarajé,Smoothie,esportivo,minecraft,19,atletismo,verdadeiro,sms
2382,25,29,4,187,40,rio_de_janeiro,2501 a 5000,Lasanha,Suco,alternativo,call_of_duty,53,tenis,falso,email
2383,5,42,5,198,107,pernambuco,1501 a 2500,Lasanha,Leite,elegante,pes,35,boxe,verdadeiro,sms
2384,7,30,3,162,81,rio_grande_do_sul,0 a 1500,Lasanha,Suco,alternativo,minecraft,57,golfe,falso,whatsapp
2385,21,23,1,153,76,minas_gerais,0 a 1500,Pizza,Refrigerante,casual,pes,2,ciclismo,falso,whatsapp
2386,26,36,2,178,56,amapá,0 a 1500,Bacalhau,Cerveja,casual,fifa,38,volei,falso,sms
2387,15,30,2,176,53,goiás,2501 a 5000,Bacalhau,Água,vintage,minecraft,24,volei,falso,whatsapp
2388,15,31,6,205,105,rio_grande_do_norte,0 a 1500,Hambúrguer,Caipirinha,esportivo,fifa,49,ciclismo,falso,whatsapp
2389,12,24,1,171,47,paraíba,0 a 1500,Churrasco,Caipirinha,elegante,minecraft,32,ciclismo,falso,email
2390,16,22,6,211,111,maranhão,2501 a 5000,Salada,Chá,esportivo,call_of_duty,30,golfe,falso,sms
2391,14,25,7,207,59,rio_grande_do_norte,2501 a 5000,Churrasco,Cerveja,moderno,call_of_duty,0,volei,verdadeiro,sms
2392,25,43,5,155,56,piauí,1501 a 2500,Bacalhau,Smoothie,vintage,call_of_duty,63,futebol,verdadeiro,whatsapp
2393,14,39,2,187,107,rondônia,0 a 1500,Feijoada,Smoothie,moderno,call_of_duty,64,volei,falso,sms
2394,18,39,1,183,118,paraná,0 a 1500,Sushi,Refrigerante,elegante,minecraft,51,basquete,falso,whatsapp
2395,4,24,5,176,113,maranhão,0 a 1500,Hambúrguer,Chá,casual,fifa,26,natação,verdadeiro,email
2396,1,28,4,184,112,amazonas,1501 a 2500,Salada,Vinho,alternativo,minecraft,36,basquete,falso,email
2397,6,41,5,204,87,mato_grosso_do_sul,1501 a 2500,Bacalhau,Refrigerante,moderno,call_of_duty,56,tenis,verdadeiro,email
2398,4,43,5,166,59,rio_de_janeiro,0 a 1500,Pizza,Café,vintage,minecraft,12,atletismo,falso,email
2399,12,34,3,180,111,rio_grande_do_norte,0 a 1500,Hambúrguer,Suco,elegante,minecraft,3,natação,falso,email
2400,3,33,1,188,81,santa_catarina,1501 a 2500,Pizza,Vinho,moderno,pes,38,natação,verdadeiro,email
2401,3,21,2,200,76,mato_grosso_do_sul,2501 a 5000,Salada,Caipirinha,urbano,minecraft,17,ciclismo,verdadeiro,sms
2402,9,27,3,177,89,espírito_santo,1501 a 2500,Acarajé,Suco,vintage,fortnite,38,golfe,verdadeiro,whatsapp
2403,9,32,1,186,112,roraima,2501 a 5000,Churrasco,Caipirinha,urbano,call_of_duty,43,tenis,falso,sms
2404,14,43,1,194,85,goiás,2501 a 5000,Bacalhau,Água,urbano,pes,36,volei,falso,email
2405,1,38,6,183,78,amazonas,0 a 1500,Pizza,Cerveja,alternativo,fortnite,47,ciclismo,verdadeiro,whatsapp
2406,18,38,4,191,127,tocantins,1501 a 2500,Lasanha,Água,alternativo,pes,67,basquete,falso,whatsapp
2407,5,39,6,158,91,rio_de_janeiro,0 a 1500,Sushi,Suco,moderno,fifa,40,tenis,falso,whatsapp
2408,22,21,3,157,99,mato_grosso,0 a 1500,Lasanha,Smoothie,moderno,fortnite,67,golfe,verdadeiro,email
2409,16,22,3,172,55,alagoas,1501 a 2500,Lasanha,Café,moderno,pes,0,golfe,falso,whatsapp
2410,3,31,1,176,109,distrito_federal,0 a 1500,Acarajé,Cerveja,elegante,fortnite,1,golfe,falso,whatsapp
2411,6,23,7,173,64,rio_grande_do_sul,1501 a 2500,Sushi,Água,casual,fortnite,9,tenis,falso,email
2412,16,36,5,198,112,amapá,1501 a 2500,Salada,Água,moderno,minecraft,36,volei,falso,email
2413,8,43,7,197,118,maranhão,0 a 1500,Churrasco,Suco,moderno,pes,12,volei,falso,email
2414,12,21,2,173,107,minas_gerais,2501 a 5000,Feijoada,Vinho,moderno,minecraft,0,volei,falso,whatsapp
2415,7,28,3,194,104,rio_grande_do_norte,2501 a 5000,Feijoada,Caipirinha,esportivo,call_of_duty,65,volei,verdadeiro,whatsapp
2416,10,23,1,209,63,paraíba,0 a 1500,Tacos,Água,urbano,fortnite,40,ciclismo,verdadeiro,sms
2417,13,42,2,169,56,pernambuco,0 a 1500,Bacalhau,Suco,vintage,fifa,7,natação,verdadeiro,sms
2418,17,37,4,193,106,mato_grosso,1501 a 2500,Feijoada,Leite,alternativo,call_of_duty,8,atletismo,verdadeiro,whatsapp
2419,12,37,5,195,56,santa_catarina,1501 a 2500,Pizza,Água,elegante,pes,10,golfe,verdadeiro,whatsapp
2420,10,42,7,153,115,minas_gerais,1501 a 2500,Hambúrguer,Cerveja,elegante,fifa,39,natação,verdadeiro,email
2421,2,27,5,201,118,pará,2501 a 5000,Bacalhau,Vinho,urbano,pes,46,atletismo,verdadeiro,whatsapp
2422,14,42,4,170,69,maranhão,2501 a 5000,Pizza,Chá,casual,call_of_duty,30,boxe,falso,email
2423,24,24,6,191,73,pernambuco,0 a 1500,Salada,Suco,esportivo,fortnite,17,natação,falso,email
2424,19,20,3,183,44,rio_grande_do_sul,1501 a 2500,Bacalhau,Café,esportivo,minecraft,49,atletismo,falso,email
2425,6,25,7,172,128,goiás,2501 a 5000,Salada,Vinho,esportivo,fortnite,61,tenis,verdadeiro,sms
2426,12,27,3,201,90,paraná,0 a 1500,Pizza,Leite,urbano,fortnite,4,atletismo,verdadeiro,email
2427,5,30,5,183,78,rio_de_janeiro,0 a 1500,Sushi,Smoothie,moderno,fortnite,12,boxe,falso,whatsapp
2428,3,32,6,173,87,maranhão,0 a 1500,Bacalhau,Água,moderno,fifa,13,natação,falso,whatsapp
2429,14,29,1,157,89,paraná,0 a 1500,Salada,Café,moderno,fortnite,49,boxe,verdadeiro,email
2430,12,22,5,184,40,goiás,0 a 1500,Sushi,Leite,casual,call_of_duty,66,golfe,falso,sms
2431,11,29,2,207,123,pernambuco,0 a 1500,Churrasco,Caipirinha,casual,fortnite,66,golfe,falso,sms
2432,10,34,2,171,93,mato_grosso,1501 a 2500,Pizza,Chá,urbano,call_of_duty,44,atletismo,verdadeiro,whatsapp
2433,14,33,6,199,118,roraima,0 a 1500,Bacalhau,Água,casual,fifa,41,atletismo,falso,whatsapp
2434,6,42,7,164,119,mato_grosso,1501 a 2500,Churrasco,Leite,alternativo,fortnite,12,futebol,falso,sms
2435,12,23,7,182,58,distrito_federal,0 a 1500,Hambúrguer,Suco,vintage,minecraft,67,volei,falso,email
2436,10,37,4,208,117,amapá,0 a 1500,Hambúrguer,Caipirinha,vintage,fifa,5,volei,falso,email
2437,1,37,2,180,96,distrito_federal,0 a 1500,Tacos,Refrigerante,urbano,fortnite,27,ciclismo,verdadeiro,whatsapp
2438,6,27,4,207,109,são_paulo,0 a 1500,Bacalhau,Leite,moderno,fortnite,7,golfe,verdadeiro,email
2439,7,43,6,211,48,alagoas,2501 a 5000,Bacalhau,Café,vintage,fifa,0,atletismo,falso,email
2440,2,29,1,183,82,ceará,0 a 1500,Salada,Vinho,urbano,fifa,40,volei,falso,email
2441,13,39,1,190,91,pará,0 a 1500,Lasanha,Leite,alternativo,call_of_duty,28,futebol,verdadeiro,sms
2442,21,21,7,155,106,espírito_santo,1501 a 2500,Feijoada,Água,alternativo,call_of_duty,58,golfe,verdadeiro,sms
2443,19,40,1,210,102,bahia,1501 a 2500,Feijoada,Caipirinha,casual,fortnite,38,volei,verdadeiro,sms
2444,25,28,7,210,73,paraíba,2501 a 5000,Churrasco,Leite,vintage,fifa,21,volei,verdadeiro,email
2445,22,23,1,172,99,paraíba,1501 a 2500,Tacos,Smoothie,esportivo,call_of_duty,61,ciclismo,falso,whatsapp
2446,20,43,6,203,67,goiás,1501 a 2500,Churrasco,Caipirinha,esportivo,pes,12,ciclismo,verdadeiro,sms
2447,5,21,3,186,121,minas_gerais,1501 a 2500,Bacalhau,Água,esportivo,pes,11,atletismo,verdadeiro,whatsapp
2448,8,24,3,186,112,sergipe,0 a 1500,Pizza,Suco,alternativo,call_of_duty,57,natação,verdadeiro,email
2449,3,26,1,208,73,rio_de_janeiro,0 a 1500,Sushi,Refrigerante,moderno,pes,18,tenis,verdadeiro,email
2450,22,26,7,194,58,rondônia,0 a 1500,Feijoada,Caipirinha,elegante,fifa,39,natação,verdadeiro,whatsapp
2451,14,36,7,163,40,acre,0 a 1500,Pizza,Caipirinha,vintage,pes,48,volei,verdadeiro,whatsapp
2452,7,25,1,157,77,rio_grande_do_sul,1501 a 2500,Pizza,Caipirinha,casual,pes,61,atletismo,verdadeiro,sms
2453,24,33,4,195,98,bahia,0 a 1500,Churrasco,Chá,vintage,fortnite,40,basquete,falso,whatsapp
2454,25,39,7,186,82,sergipe,2501 a 5000,Salada,Café,esportivo,fortnite,56,ciclismo,verdadeiro,email
2455,15,20,5,168,92,paraíba,0 a 1500,Churrasco,Vinho,vintage,pes,58,boxe,verdadeiro,email
2456,11,36,5,182,60,maranhão,0 a 1500,Acarajé,Cerveja,casual,pes,16,boxe,verdadeiro,whatsapp
2457,11,38,2,167,51,minas_gerais,1501 a 2500,Pizza,Água,elegante,fortnite,41,basquete,verdadeiro,sms
2458,4,36,6,211,94,tocantins,1501 a 2500,Acarajé,Smoothie,vintage,minecraft,51,natação,falso,email
2459,5,31,1,208,77,rio_grande_do_norte,0 a 1500,Sushi,Smoothie,urbano,minecraft,21,volei,falso,whatsapp
2460,25,36,2,154,89,piauí,0 a 1500,Acarajé,Cerveja,moderno,fifa,38,futebol,verdadeiro,whatsapp
2461,7,41,2,184,69,rio_grande_do_norte,0 a 1500,Feijoada,Café,esportivo,fifa,56,ciclismo,falso,email
2462,22,21,3,174,58,pará,1501 a 2500,Lasanha,Água,esportivo,fifa,31,atletismo,falso,sms
2463,20,26,5,154,98,amazonas,2501 a 5000,Hambúrguer,Smoothie,casual,pes,23,basquete,falso,whatsapp
2464,11,34,2,153,44,são_paulo,0 a 1500,Churrasco,Refrigerante,esportivo,call_of_duty,34,basquete,falso,email
2465,24,36,1,193,116,rio_de_janeiro,1501 a 2500,Hambúrguer,Cerveja,urbano,fortnite,44,futebol,verdadeiro,whatsapp
2466,8,40,7,194,59,amazonas,5001 a 10000,Pizza,Cerveja,elegante,fortnite,17,basquete,falso,sms
2467,8,38,1,159,98,maranhão,0 a 1500,Tacos,Suco,casual,call_of_duty,53,golfe,falso,sms
2468,15,34,5,201,128,tocantins,1501 a 2500,Acarajé,Leite,elegante,call_of_duty,47,ciclismo,falso,sms
2469,3,41,1,204,65,amazonas,0 a 1500,Hambúrguer,Chá,vintage,fifa,32,boxe,falso,email
2470,3,33,2,200,108,rio_grande_do_sul,0 a 1500,Pizza,Suco,moderno,call_of_duty,54,ciclismo,verdadeiro,sms
2471,2,31,5,205,124,bahia,1501 a 2500,Tacos,Caipirinha,casual,fortnite,1,atletismo,verdadeiro,email
2472,6,20,5,166,87,santa_catarina,0 a 1500,Bacalhau,Vinho,elegante,minecraft,4,basquete,falso,whatsapp
2473,21,25,7,170,106,goiás,2501 a 5000,Sushi,Refrigerante,elegante,call_of_duty,6,ciclismo,falso,whatsapp
2474,12,28,7,203,84,rio_grande_do_sul,0 a 1500,Lasanha,Cerveja,vintage,fortnite,39,boxe,verdadeiro,email
2475,8,31,7,202,110,rio_grande_do_sul,1501 a 2500,Salada,Suco,alternativo,pes,20,ciclismo,falso,sms
2476,22,33,6,155,119,amazonas,2501 a 5000,Bacalhau,Café,alternativo,call_of_duty,20,natação,verdadeiro,email
2477,10,21,6,175,83,amapá,2501 a 5000,Feijoada,Chá,moderno,minecraft,44,volei,verdadeiro,email
2478,14,23,1,178,101,paraná,1501 a 2500,Acarajé,Vinho,esportivo,fortnite,32,ciclismo,verdadeiro,whatsapp
2479,21,28,5,172,79,pará,1501 a 2500,Hambúrguer,Vinho,vintage,minecraft,34,golfe,verdadeiro,email
2480,7,32,1,186,67,piauí,2501 a 5000,Lasanha,Caipirinha,casual,fifa,52,atletismo,falso,whatsapp
2481,24,36,6,173,123,pará,2501 a 5000,Pizza,Caipirinha,casual,pes,7,futebol,verdadeiro,email
2482,10,31,1,159,96,piauí,0 a 1500,Lasanha,Café,alternativo,minecraft,0,ciclismo,falso,email
2483,7,21,2,200,104,sergipe,0 a 1500,Hambúrguer,Leite,moderno,fifa,33,boxe,falso,email
2484,24,43,6,177,47,rio_grande_do_sul,1501 a 2500,Pizza,Refrigerante,alternativo,fortnite,5,basquete,verdadeiro,email
2485,16,23,2,177,42,pará,5001 a 10000,Churrasco,Cerveja,esportivo,fortnite,28,boxe,falso,sms
2486,1,42,2,202,63,rio_grande_do_sul,0 a 1500,Salada,Suco,vintage,call_of_duty,38,natação,verdadeiro,sms
2487,8,41,2,166,111,amapá,0 a 1500,Churrasco,Água,esportivo,pes,23,volei,falso,email
2488,13,29,6,159,77,paraíba,1501 a 2500,Pizza,Chá,alternativo,fortnite,20,ciclismo,falso,email
2489,9,27,7,199,61,rio_grande_do_norte,0 a 1500,Hambúrguer,Chá,casual,minecraft,3,ciclismo,verdadeiro,email
2490,24,40,5,178,110,minas_gerais,1501 a 2500,Pizza,Café,elegante,pes,37,atletismo,verdadeiro,email
2491,2,21,2,204,105,paraná,1501 a 2500,Bacalhau,Refrigerante,alternativo,fifa,2,ciclismo,verdadeiro,sms
2492,7,21,4,202,67,mato_grosso,0 a 1500,Lasanha,Vinho,urbano,fifa,64,boxe,verdadeiro,email
2493,15,26,7,190,54,amapá,1501 a 2500,Pizza,Caipirinha,alternativo,pes,12,basquete,falso,whatsapp
2494,20,27,5,211,112,espírito_santo,1501 a 2500,Pizza,Leite,alternativo,call_of_duty,9,natação,falso,sms
2495,6,34,4,174,69,paraíba,0 a 1500,Acarajé,Smoothie,urbano,fortnite,62,futebol,verdadeiro,sms
2496,6,27,2,191,97,distrito_federal,0 a 1500,Hambúrguer,Chá,urbano,call_of_duty,10,boxe,verdadeiro,email
2497,25,33,7,182,109,minas_gerais,0 a 1500,Acarajé,Vinho,casual,minecraft,35,futebol,verdadeiro,email
2498,9,22,7,156,59,pernambuco,0 a 1500,Hambúrguer,Suco,moderno,fortnite,6,ciclismo,verdadeiro,whatsapp
2499,9,26,5,203,54,santa_catarina,0 a 1500,Hambúrguer,Refrigerante,alternativo,call_of_duty,12,atletismo,falso,sms
2500,8,31,3,155,71,roraima,1501 a 2500,Bacalhau,Suco,urbano,fortnite,54,golfe,falso,sms
2501,3,38,5,160,118,acre,2501 a 5000,Sushi,Chá,vintage,fortnite,11,golfe,falso,sms
2502,6,40,2,169,99,alagoas,0 a 1500,Salada,Smoothie,alternativo,call_of_duty,35,volei,verdadeiro,whatsapp
2503,3,39,2,204,89,minas_gerais,2501 a 5000,Lasanha,Água,alternativo,pes,40,tenis,verdadeiro,sms
2504,17,24,7,159,123,pará,1501 a 2500,Lasanha,Refrigerante,esportivo,call_of_duty,51,atletismo,verdadeiro,email
2505,4,28,6,166,56,ceará,0 a 1500,Salada,Cerveja,casual,pes,17,golfe,verdadeiro,sms
2506,20,35,4,160,69,são_paulo,1501 a 2500,Lasanha,Vinho,moderno,fifa,21,ciclismo,falso,sms
2507,10,20,3,161,79,amapá,5001 a 10000,Salada,Café,urbano,fortnite,0,volei,falso,whatsapp
2508,12,33,2,159,69,distrito_federal,1501 a 2500,Lasanha,Água,esportivo,minecraft,21,basquete,falso,sms
2509,3,42,4,211,96,sergipe,0 a 1500,Sushi,Smoothie,alternativo,fifa,19,volei,falso,email
2510,2,42,7,190,62,santa_catarina,0 a 1500,Feijoada,Café,casual,call_of_duty,52,atletismo,falso,sms
2511,4,20,3,210,108,bahia,1501 a 2500,Sushi,Café,elegante,call_of_duty,19,boxe,verdadeiro,whatsapp
2512,12,33,3,206,53,pernambuco,1501 a 2500,Salada,Leite,casual,call_of_duty,54,boxe,verdadeiro,email
2513,10,35,3,158,105,santa_catarina,1501 a 2500,Salada,Café,moderno,minecraft,27,golfe,verdadeiro,whatsapp
2514,26,27,6,191,60,minas_gerais,2501 a 5000,Hambúrguer,Smoothie,casual,minecraft,18,ciclismo,falso,sms
2515,1,21,6,191,44,sergipe,0 a 1500,Churrasco,Caipirinha,esportivo,fortnite,15,basquete,verdadeiro,whatsapp
2516,4,30,5,169,58,pará,1501 a 2500,Bacalhau,Caipirinha,elegante,minecraft,63,tenis,verdadeiro,email
2517,16,26,1,176,124,espírito_santo,0 a 1500,Sushi,Cerveja,alternativo,pes,2,atletismo,falso,email
2518,17,33,6,178,104,maranhão,0 a 1500,Lasanha,Refrigerante,moderno,minecraft,29,basquete,verdadeiro,email
2519,25,30,6,160,48,distrito_federal,0 a 1500,Hambúrguer,Caipirinha,casual,call_of_duty,4,futebol,verdadeiro,whatsapp
2520,5,40,3,203,84,distrito_federal,0 a 1500,Tacos,Caipirinha,casual,pes,13,golfe,verdadeiro,whatsapp
2521,2,37,2,195,107,maranhão,0 a 1500,Salada,Chá,casual,call_of_duty,60,atletismo,verdadeiro,whatsapp
2522,26,29,4,205,82,distrito_federal,1501 a 2500,Tacos,Vinho,casual,pes,38,atletismo,falso,email
2523,12,36,2,170,122,tocantins,1501 a 2500,Sushi,Chá,elegante,minecraft,52,futebol,verdadeiro,email
2524,17,23,4,190,66,rio_grande_do_sul,0 a 1500,Pizza,Refrigerante,urbano,minecraft,31,futebol,verdadeiro,sms
2525,7,42,4,160,128,maranhão,0 a 1500,Hambúrguer,Café,vintage,pes,38,boxe,verdadeiro,email
2526,1,22,3,182,65,pará,0 a 1500,Feijoada,Cerveja,elegante,pes,46,natação,falso,email
2527,5,37,4,172,40,alagoas,2501 a 5000,Bacalhau,Água,vintage,fortnite,28,basquete,falso,sms
2528,16,20,1,169,59,amazonas,1501 a 2500,Hambúrguer,Smoothie,urbano,fortnite,55,natação,falso,sms
2529,14,26,5,165,128,pernambuco,0 a 1500,Salada,Cerveja,alternativo,fifa,64,ciclismo,falso,whatsapp
2530,14,28,5,199,117,minas_gerais,0 a 1500,Acarajé,Café,alternativo,pes,51,ciclismo,verdadeiro,email
2531,17,29,7,198,96,sergipe,0 a 1500,Pizza,Caipirinha,casual,minecraft,10,boxe,verdadeiro,sms
2532,1,34,3,202,57,ceará,0 a 1500,Lasanha,Café,elegante,call_of_duty,62,volei,falso,email
2533,21,35,3,185,87,pará,0 a 1500,Salada,Suco,vintage,fortnite,47,ciclismo,verdadeiro,whatsapp
2534,7,42,7,165,114,pernambuco,2501 a 5000,Churrasco,Chá,casual,call_of_duty,35,golfe,verdadeiro,sms
2535,25,34,1,155,77,são_paulo,0 a 1500,Tacos,Água,casual,pes,7,golfe,verdadeiro,sms
2536,11,22,3,182,95,tocantins,1501 a 2500,Tacos,Cerveja,urbano,minecraft,17,tenis,verdadeiro,whatsapp
2537,24,26,7,154,118,espírito_santo,0 a 1500,Lasanha,Vinho,urbano,fifa,24,atletismo,verdadeiro,sms
2538,18,26,3,189,95,roraima,1501 a 2500,Feijoada,Água,vintage,fifa,1,ciclismo,falso,whatsapp
2539,8,21,3,186,56,rio_de_janeiro,0 a 1500,Churrasco,Cerveja,casual,fifa,52,natação,verdadeiro,whatsapp
2540,23,37,4,207,93,mato_grosso,0 a 1500,Acarajé,Vinho,urbano,fifa,33,ciclismo,falso,sms
2541,5,40,2,163,89,acre,1501 a 2500,Churrasco,Cerveja,urbano,pes,56,basquete,verdadeiro,sms
2542,19,30,2,166,104,paraná,1501 a 2500,Salada,Cerveja,alternativo,fifa,27,atletismo,verdadeiro,sms
2543,21,22,7,170,95,rondônia,0 a 1500,Pizza,Chá,casual,minecraft,7,futebol,falso,whatsapp
2544,15,25,1,160,76,espírito_santo,1501 a 2500,Pizza,Suco,elegante,fortnite,16,futebol,verdadeiro,whatsapp
2545,11,41,1,210,112,rio_grande_do_sul,2501 a 5000,Lasanha,Cerveja,urbano,fortnite,26,basquete,verdadeiro,sms
2546,12,33,6,194,70,rondônia,0 a 1500,Sushi,Chá,esportivo,fifa,45,boxe,falso,whatsapp
2547,26,35,5,166,63,distrito_federal,0 a 1500,Sushi,Caipirinha,casual,fifa,31,golfe,falso,whatsapp
2548,22,36,7,195,108,maranhão,0 a 1500,Feijoada,Caipirinha,vintage,fifa,56,atletismo,verdadeiro,sms
2549,23,24,3,168,91,paraíba,1501 a 2500,Feijoada,Smoothie,alternativo,call_of_duty,61,natação,verdadeiro,email
2550,15,27,1,199,117,paraíba,1501 a 2500,Pizza,Chá,urbano,minecraft,42,golfe,verdadeiro,whatsapp
2551,1,22,2,192,111,ceará,2501 a 5000,Lasanha,Smoothie,moderno,minecraft,55,boxe,falso,email
2552,5,24,2,186,104,são_paulo,1501 a 2500,Churrasco,Refrigerante,esportivo,fortnite,8,boxe,verdadeiro,sms
2553,13,24,4,160,45,rondônia,1501 a 2500,Acarajé,Vinho,moderno,minecraft,64,atletismo,verdadeiro,whatsapp
2554,17,41,1,191,77,mato_grosso_do_sul,1501 a 2500,Salada,Refrigerante,alternativo,call_of_duty,58,atletismo,falso,email
2555,15,36,1,187,80,pernambuco,2501 a 5000,Churrasco,Água,urbano,fifa,59,futebol,falso,sms
2556,14,27,4,189,97,paraná,0 a 1500,Lasanha,Café,elegante,fortnite,60,ciclismo,falso,sms
2557,20,42,1,180,103,paraná,0 a 1500,Hambúrguer,Refrigerante,vintage,call_of_duty,52,ciclismo,falso,email
2558,25,33,2,180,61,minas_gerais,2501 a 5000,Hambúrguer,Vinho,alternativo,call_of_duty,23,tenis,falso,email
2559,23,22,2,168,116,ceará,1501 a 2500,Sushi,Água,vintage,minecraft,32,atletismo,verdadeiro,sms
2560,13,30,7,194,103,paraíba,0 a 1500,Bacalhau,Smoothie,urbano,pes,6,tenis,verdadeiro,email
2561,8,43,1,173,98,amazonas,0 a 1500,Hambúrguer,Leite,esportivo,minecraft,20,futebol,verdadeiro,sms
2562,14,24,5,207,124,pernambuco,0 a 1500,Salada,Chá,casual,fortnite,23,volei,verdadeiro,whatsapp
2563,9,23,4,178,89,rondônia,1501 a 2500,Lasanha,Refrigerante,urbano,fortnite,47,atletismo,falso,sms
2564,1,22,4,182,126,amazonas,2501 a 5000,Acarajé,Smoothie,vintage,fortnite,22,golfe,falso,whatsapp
2565,6,22,6,158,89,pará,2501 a 5000,Feijoada,Chá,alternativo,pes,54,tenis,verdadeiro,sms
2566,15,38,1,194,100,acre,0 a 1500,Tacos,Cerveja,alternativo,call_of_duty,63,ciclismo,falso,whatsapp
2567,24,27,5,211,114,mato_grosso_do_sul,1501 a 2500,Tacos,Vinho,alternativo,minecraft,49,atletismo,falso,email
2568,12,33,5,195,67,espírito_santo,0 a 1500,Salada,Vinho,moderno,fifa,39,golfe,verdadeiro,sms
2569,4,37,2,194,90,rio_grande_do_norte,2501 a 5000,Bacalhau,Vinho,urbano,fifa,24,golfe,falso,sms
2570,1,39,6,184,66,pará,0 a 1500,Acarajé,Água,urbano,fortnite,36,futebol,falso,whatsapp
2571,2,29,3,179,44,amapá,0 a 1500,Lasanha,Café,casual,minecraft,35,basquete,verdadeiro,sms
2572,16,21,6,166,112,ceará,0 a 1500,Tacos,Smoothie,elegante,minecraft,54,atletismo,falso,sms
2573,8,37,6,195,103,amapá,1501 a 2500,Bacalhau,Chá,vintage,call_of_duty,31,tenis,falso,email
2574,12,34,5,186,93,minas_gerais,0 a 1500,Lasanha,Refrigerante,moderno,call_of_duty,15,tenis,falso,email
